Date,Close/Last,Volume,Open,High,Low
10/13/2020,$3443.63,5744697,$3467.99,$3492.38,$3424.217
10/12/2020,$3442.93,8364198,$3349.94,$3496.24,$3339.55
10/09/2020,$3286.65,4907871,$3210,$3288.99,$3197.83
10/08/2020,$3190.55,3174114,$3224.99,$3233.2944,$3174.99
10/07/2020,$3195.69,4309439,$3135,$3200,$3132.385
10/06/2020,$3099.96,5086857,$3165,$3182,$3090
10/05/2020,$3199.2,3775332,$3145.84,$3202.53,$3140.85
10/02/2020,$3125,5613098,$3153.63,$3195.7965,$3123
10/01/2020,$3221.26,4971922,$3208,$3224,$3172
09/30/2020,$3148.73,4896101,$3141.14,$3212.88,$3133.99
09/29/2020,$3144.88,3503398,$3175.39,$3188.26,$3132.54
09/28/2020,$3174.05,4224165,$3148.85,$3175.04,$3117.1684
09/25/2020,$3095.13,4615202,$3054.86,$3101.54,$2999
09/24/2020,$3019.79,5529392,$2977.79,$3069.3,$2965
09/23/2020,$2999.86,5652665,$3120.43,$3126.999,$2992.3759
09/22/2020,$3128.99,6948816,$3033.835,$3133.99,$3000.2
09/21/2020,$2960.47,6117925,$2906.5,$2962,$2871
09/18/2020,$2954.91,8892580,$3031.74,$3037.8,$2905.54
09/17/2020,$3008.73,6449050,$3009.25,$3029.432,$2972.55
09/16/2020,$3078.1,4531189,$3179.99,$3187.238,$3074.15
09/15/2020,$3156.13,4021535,$3136.16,$3175.02,$3108.92
09/14/2020,$3102.97,4529596,$3172.937,$3187.39,$3096
09/11/2020,$3116.22,5093982,$3208.69,$3217.3409,$3083.98
09/10/2020,$3175.11,5330741,$3307.219,$3349.89,$3170.55
09/09/2020,$3268.61,5188675,$3202.99,$3303.175,$3185
09/08/2020,$3149.84,6094205,$3144,$3250.845,$3130
09/04/2020,$3294.62,8781754,$3318,$3381.5,$3111.13
09/03/2020,$3368,8161113,$3485,$3488.41,$3303
09/02/2020,$3531.45,3931476,$3547,$3552.25,$3486.685
09/01/2020,$3499.12,3476407,$3489.58,$3513.87,$3467
08/31/2020,$3450.96,4185885,$3408.99,$3495,$3405
08/28/2020,$3401.8,2896978,$3423,$3433.3699,$3386.5
08/27/2020,$3400,4264795,$3450.05,$3453,$3378
08/26/2020,$3441.85,6508743,$3351.11,$3451.7387,$3344.5675
08/25/2020,$3346.49,3992842,$3294.99,$3357.4,$3267
08/24/2020,$3307.46,4666258,$3310.15,$3380.315,$3257.5608
08/21/2020,$3284.72,3575862,$3295,$3314.3962,$3275.39
08/20/2020,$3297.37,3332478,$3252,$3312.62,$3238
08/19/2020,$3260.48,4185137,$3303.01,$3315.9,$3256.0001
08/18/2020,$3312.49,5345974,$3212,$3320,$3205.8187
08/17/2020,$3182.41,2691237,$3173.12,$3194.97,$3154.1775
08/14/2020,$3148.02,2751723,$3178.18,$3178.2357,$3120
08/13/2020,$3161.02,3149043,$3182.99,$3217.5211,$3155
08/12/2020,$3162.24,3527229,$3108,$3174.385,$3101.42
08/11/2020,$3080.67,3718057,$3113.2,$3159.22,$3073
08/10/2020,$3148.16,3167274,$3170.31,$3172.51,$3101.52
08/07/2020,$3167.46,3936127,$3224.01,$3240.81,$3140.6726
08/06/2020,$3225,3940602,$3194.36,$3247.47,$3165.43
08/05/2020,$3205.03,3930025,$3143.77,$3213.5859,$3127.3
08/04/2020,$3138.83,4694294,$3101.21,$3167.24,$3101.21
08/03/2020,$3111.89,5074663,$3180.51,$3184,$3104
07/31/2020,$3164.68,8083369,$3244,$3246.82,$3151
07/30/2020,$3051.88,6128265,$3014,$3092,$3005
07/29/2020,$3033.53,2974060,$3030.99,$3039.1592,$2996.77
07/28/2020,$3000.33,3126651,$3054.27,$3077.0926,$2995.76
07/27/2020,$3055.21,4170492,$3062,$3098,$3015.77
07/24/2020,$3008.91,5632413,$2930,$3031.58,$2888
07/23/2020,$2986.55,5656906,$3098.2713,$3098.2713,$2970
07/22/2020,$3099.91,4104225,$3125,$3149.9999,$3065.26
07/21/2020,$3138.29,6134965,$3232.49,$3240.5758,$3105.72
07/20/2020,$3196.84,7598176,$3000.2,$3201.3599,$2994.0172
07/17/2020,$2961.97,4761319,$3009,$3024,$2948.45
07/16/2020,$2999.9,6394246,$2971.06,$3032,$2918.23
07/15/2020,$3008.87,5788874,$3080.23,$3098.35,$2973.1801
07/14/2020,$3084,7231933,$3089,$3127.38,$2950
07/13/2020,$3104,7720420,$3251.06,$3344.29,$3068.3901
07/10/2020,$3200,5485982,$3191.76,$3215,$3135.7
07/09/2020,$3182.63,6388659,$3115.99,$3193.8799,$3074.0016
07/08/2020,$3081.11,5037635,$3022.61,$3083.97,$3012.4301
07/07/2020,$3000.12,5257514,$3058.55,$3069.55,$2990
07/06/2020,$3057.04,6880642,$2934.97,$3059.88,$2930
07/02/2020,$2890.3,6593387,$2912.01,$2955.56,$2871.1021
07/01/2020,$2878.7,6363439,$2757.99,$2895,$2754
06/30/2020,$2758.82,3769686,$2685.065,$2769.63,$2675.03
06/29/2020,$2680.38,4223422,$2690.01,$2696.8,$2630.08
06/26/2020,$2692.87,6500784,$2775.056,$2782.5688,$2688
06/25/2020,$2754.58,2968657,$2739.55,$2756.23,$2712.14
06/24/2020,$2734.4,4526605,$2780,$2796,$2721
06/23/2020,$2764.41,4231707,$2726.02,$2783.11,$2718.04
06/22/2020,$2713.82,3208780,$2684.5,$2715,$2669
06/19/2020,$2675.01,5776963,$2678.08,$2697.43,$2659
06/18/2020,$2653.98,2487774,$2647.01,$2659.64,$2636.11
06/17/2020,$2640.98,2959316,$2647.5,$2655,$2631.82
06/16/2020,$2615.27,3595649,$2620,$2620,$2576
06/15/2020,$2572.68,3873335,$2526.6,$2584,$2508.0001
06/12/2020,$2545.02,5436127,$2601.21,$2621.4766,$2503.35
06/11/2020,$2557.96,5800107,$2603.5,$2671.38,$2536.23
06/10/2020,$2647.45,4946031,$2645,$2722.35,$2626.26
06/09/2020,$2600.86,5175950,$2529.44,$2626.43,$2525
06/08/2020,$2524.06,3970654,$2500.2,$2530,$2487.335
06/05/2020,$2483,3306445,$2444.51,$2488.645,$2437.13
06/04/2020,$2460.6,2948710,$2477.43,$2507.54,$2450.01
06/03/2020,$2478.4,2671024,$2468.01,$2488,$2461.17
06/02/2020,$2472.41,2529903,$2467,$2473.53,$2445.31
06/01/2020,$2471.04,2938032,$2448,$2476.93,$2444.17
05/29/2020,$2442.37,3529329,$2415.94,$2442.37,$2398.1973
05/28/2020,$2401.1,3193136,$2384.33,$2436.9699,$2378.23
05/27/2020,$2410.39,5056945,$2404.99,$2413.58,$2330
05/26/2020,$2421.86,3568153,$2458,$2462,$2414.06
05/22/2020,$2436.88,2867079,$2455.01,$2469.85,$2430.13
05/21/2020,$2446.74,5114403,$2500,$2525.45,$2442.54
05/20/2020,$2497.94,3998143,$2477.87,$2500.01,$2467.27
05/19/2020,$2449.33,4320498,$2429.83,$2484.995,$2428.97
05/18/2020,$2426.26,4366572,$2404.346,$2433,$2384.01
05/15/2020,$2409.78,4234951,$2368.52,$2411,$2356.37
05/14/2020,$2388.85,3648128,$2361.01,$2391.37,$2353.21
05/13/2020,$2367.92,4782919,$2366.8,$2407.7,$2337.805
05/12/2020,$2356.95,3074916,$2411.85,$2418.9999,$2355
05/11/2020,$2409,3259231,$2374.7,$2419.665,$2372.11
05/08/2020,$2379.61,3211228,$2372.14,$2387.2449,$2357
05/07/2020,$2367.61,3396411,$2374.78,$2376,$2343.11
05/06/2020,$2351.26,3117814,$2329.44,$2357.45,$2320
05/05/2020,$2317.8,3242496,$2340,$2351,$2307.1251
05/04/2020,$2315.99,4865926,$2256.38,$2326.98,$2256.38
05/01/2020,$2286.04,9772605,$2336.8,$2362.44,$2258.1901
04/30/2020,$2474,9534611,$2419.84,$2475,$2396.01
04/29/2020,$2372.71,4591593,$2330.01,$2391.89,$2310
04/28/2020,$2314.08,5269446,$2372.1,$2373.5,$2306
04/27/2020,$2376,5645645,$2443.2,$2444.88,$2363
04/24/2020,$2410.22,3831797,$2417,$2420.4332,$2382
04/23/2020,$2399.45,5066552,$2399.98,$2424.22,$2382.08
04/22/2020,$2363.49,4218295,$2369,$2394,$2351
04/21/2020,$2328.12,7476679,$2416.61,$2428.3099,$2279.66
04/20/2020,$2393.61,5770694,$2389.95,$2444.98,$2386.05
04/17/2020,$2375,7930010,$2372.33,$2400,$2316.02
04/16/2020,$2408.19,12038200,$2346,$2460.9981,$2335
04/15/2020,$2307.68,6866567,$2257.68,$2333.369,$2245
04/14/2020,$2283.32,8087193,$2200.47,$2292,$2186.21
04/13/2020,$2168.87,6716709,$2040,$2180,$2038
04/09/2020,$2042.76,4655617,$2044.3,$2053,$2017.66
04/08/2020,$2043,3977313,$2021,$2044,$2011.15
04/07/2020,$2011.6,5113983,$2017.11,$2035.72,$1997.62
04/06/2020,$1997.59,5773181,$1936,$1998.52,$1930.02
04/03/2020,$1906.59,3609870,$1911.15,$1926.33,$1889.15
04/02/2020,$1918.83,4335985,$1901.64,$1927.5258,$1890
04/01/2020,$1907.7,4121875,$1932.97,$1944.96,$1893
03/31/2020,$1949.72,5123626,$1964.35,$1993.02,$1944.01
03/30/2020,$1963.95,6126087,$1922.83,$1973.63,$1912.34
03/27/2020,$1900.1,5387897,$1930.86,$1939.79,$1899.92
03/26/2020,$1955.49,6235118,$1902,$1956.49,$1889.29
03/25/2020,$1885.84,6479073,$1920.69,$1950.26,$1885.78
03/24/2020,$1940.1,7147080,$1951.495,$1955,$1900.3403
03/23/2020,$1902.83,7808489,$1827.75,$1919.4,$1812
03/20/2020,$1846.09,9817850,$1926.31,$1957,$1820.73
03/19/2020,$1880.93,10399940,$1860,$1945,$1832.65
03/18/2020,$1830,9645218,$1750,$1841.66,$1745
03/17/2020,$1807.84,10917130,$1775.47,$1857.775,$1689.2402
03/16/2020,$1689.15,8917265,$1641.51,$1759.4519,$1626.0318
03/13/2020,$1785,8809725,$1755,$1786.31,$1680.62
03/12/2020,$1676.61,11346210,$1721.98,$1765,$1675
03/11/2020,$1820.86,5646831,$1857.85,$1871.3194,$1801.5
03/10/2020,$1891.82,7133310,$1870.88,$1894.27,$1818.17
03/09/2020,$1800.61,7813232,$1773.86,$1862.77,$1761.2901
03/06/2020,$1901.09,5273580,$1875,$1910.87,$1869.5
03/05/2020,$1924.03,4748210,$1933,$1960.72,$1910
03/04/2020,$1975.83,4772919,$1946.57,$1978,$1922
03/03/2020,$1908.99,7534491,$1975.37,$1996.33,$1888.0901
03/02/2020,$1953.95,6761651,$1906.49,$1954.51,$1870
02/28/2020,$1883.75,9493797,$1814.63,$1889.76,$1811.129
02/27/2020,$1884.3,8143993,$1934.38,$1975,$1882.7621
02/26/2020,$1979.59,5240402,$1970.28,$2014.67,$1960.45
02/25/2020,$1972.74,6219094,$2026.42,$2034.6,$1958.42
02/24/2020,$2009.29,6546997,$2003.18,$2039.295,$1987.9742
02/21/2020,$2095.97,4650740,$2142.15,$2144.55,$2088
02/20/2020,$2153.1,3131342,$2173.07,$2176.79,$2127.45
02/19/2020,$2170.22,2561165,$2167.8,$2185.1,$2161.12
02/18/2020,$2155.67,2951070,$2125.02,$2166.07,$2124.105
02/14/2020,$2134.87,2606169,$2155.68,$2159.0352,$2125.89
02/13/2020,$2149.87,3031791,$2144.99,$2170.28,$2142
02/12/2020,$2160,3334264,$2163.2,$2180.2494,$2155.29
02/11/2020,$2150.8,5746011,$2150.9,$2185.95,$2136
02/10/2020,$2133.91,5056235,$2085.01,$2135.6,$2084.96
02/07/2020,$2079.28,5095347,$2041.99,$2098.53,$2038.1
02/06/2020,$2050.23,3182954,$2041.02,$2056.3,$2024.8001
02/05/2020,$2039.87,4376174,$2071.02,$2071.02,$2032
02/04/2020,$2049.67,5289338,$2029.88,$2059.8,$2015.37
02/03/2020,$2004.2,5899094,$2010.6,$2048.5,$2000.25
01/31/2020,$2008.72,15567280,$2051.47,$2055.72,$2002.27
01/30/2020,$1870.68,6327438,$1858,$1872.87,$1850.61
01/29/2020,$1858,2101390,$1864,$1874.75,$1855.02
01/28/2020,$1853.25,2808040,$1840.5,$1858.11,$1830.02
01/27/2020,$1828.34,3528509,$1820,$1841,$1815.34
01/24/2020,$1861.64,3766181,$1891.37,$1894.99,$1847.44
01/23/2020,$1884.58,2484613,$1885.11,$1889.975,$1872.76
01/22/2020,$1887.46,3216257,$1896.09,$1902.5,$1883.34
01/21/2020,$1892,3707785,$1865,$1894.27,$1860
01/17/2020,$1864.72,3997340,$1885.89,$1886.64,$1857.25
01/16/2020,$1877.94,2659493,$1882.99,$1885.59,$1866.02
01/15/2020,$1862.02,2896592,$1872.25,$1878.86,$1855.09
01/14/2020,$1869.44,3446381,$1885.88,$1887.11,$1858.55
01/13/2020,$1891.3,2785844,$1891.31,$1898,$1880.8
01/10/2020,$1883.16,2856959,$1905.37,$1906.94,$1880
01/09/2020,$1901.05,3174962,$1909.89,$1917.82,$1895.8038
01/08/2020,$1891.97,3511966,$1898.04,$1910.9999,$1886.4448
01/07/2020,$1906.86,4134010,$1904.5,$1913.89,$1892.0433
01/06/2020,$1902.88,4065698,$1860,$1903.69,$1860
01/03/2020,$1874.97,3766604,$1864.5,$1886.1965,$1864.5
01/02/2020,$1898.01,4035910,$1875,$1898.01,$1864.15
12/31/2019,$1847.84,2510380,$1842,$1853.26,$1832.23
12/30/2019,$1846.89,3677306,$1874,$1884,$1840.62
12/27/2019,$1869.8,6188754,$1882.92,$1901.4,$1866.01
12/26/2019,$1868.77,6024608,$1801.01,$1870.46,$1799.5
12/24/2019,$1789.21,881337,$1793.81,$1795.57,$1787.575
12/23/2019,$1793,2137493,$1788.26,$1793,$1784.51
12/20/2019,$1786.5,5152460,$1799.615,$1802.97,$1782.45
12/19/2019,$1792.28,2738320,$1780.5,$1792.99,$1774.06
12/18/2019,$1784.03,3354137,$1795.02,$1798.2,$1782.36
12/17/2019,$1790.66,3646697,$1778.01,$1792,$1777.39
12/16/2019,$1769.21,3149345,$1767,$1769.5,$1757.05
12/13/2019,$1760.94,2747909,$1765,$1768.99,$1755
12/12/2019,$1760.33,3103949,$1750,$1764,$1745.44
12/11/2019,$1748.72,2101318,$1741.67,$1750,$1735.7102
12/10/2019,$1739.21,2515644,$1747.4,$1750.67,$1735
12/09/2019,$1749.51,2502489,$1750.66,$1766.8919,$1745.61
12/06/2019,$1751.6,3119979,$1751.2,$1754.4,$1740.13
12/05/2019,$1740.48,2827852,$1763.5,$1763.5,$1740
12/04/2019,$1760.69,2680700,$1774.01,$1789.0894,$1760.2201
12/03/2019,$1769.96,3529582,$1760,$1772.87,$1747.23
12/02/2019,$1781.6,3931750,$1804.4,$1805.55,$1762.68
11/29/2019,$1800.8,1923440,$1817.78,$1824.69,$1800.79
11/27/2019,$1818.51,3035846,$1801,$1824.5,$1797.31
11/26/2019,$1796.94,3190428,$1779.92,$1797.03,$1778.35
11/25/2019,$1773.84,3489467,$1753.25,$1777.42,$1753.24
11/22/2019,$1745.72,2479081,$1739.02,$1746.43,$1731
11/21/2019,$1734.71,2662938,$1743,$1746.87,$1730.36
11/20/2019,$1745.53,2793759,$1749.14,$1762.524,$1734.12
11/19/2019,$1752.79,2274535,$1756.99,$1760.68,$1743.03
11/18/2019,$1752.53,2841907,$1738.3,$1753.7,$1722.71
11/15/2019,$1739.49,3931141,$1760.05,$1761.68,$1732.86
11/14/2019,$1754.6,2269417,$1751.43,$1766.5931,$1749.56
11/13/2019,$1753.11,2926892,$1773.39,$1775,$1747.3216
11/12/2019,$1778,2038925,$1774.66,$1786.22,$1771.91
11/11/2019,$1771.65,1947810,$1778,$1780,$1767.13
11/08/2019,$1785.88,2126198,$1787.89,$1789.88,$1774.04
11/07/2019,$1788.2,2651086,$1803.76,$1805.9,$1783.48
11/06/2019,$1795.77,2029783,$1801,$1802.5,$1788.58
11/05/2019,$1801.71,1885543,$1809.16,$1810.25,$1794
11/04/2019,$1804.66,2771922,$1801.01,$1815.06,$1801.01
11/01/2019,$1791.44,2790354,$1788.01,$1797.445,$1785.21
10/31/2019,$1776.66,2781185,$1775.99,$1792,$1771.4753
10/30/2019,$1779.99,2449405,$1760.24,$1782.38,$1759.115
10/29/2019,$1762.71,2276855,$1774.81,$1777,$1755.81
10/28/2019,$1777.08,3708851,$1748.06,$1778.7,$1742.5
10/25/2019,$1761.33,9626402,$1697.55,$1764.21,$1695
10/24/2019,$1780.78,5204350,$1771.09,$1788.3379,$1760.27
10/23/2019,$1762.17,2190380,$1761.3,$1770.05,$1742
10/22/2019,$1765.73,2234425,$1788.15,$1789.7799,$1762
10/21/2019,$1785.66,2224902,$1769.66,$1785.88,$1765
10/18/2019,$1757.51,3366091,$1787.8,$1793.98,$1749.2001
10/17/2019,$1787.48,2713773,$1796.49,$1798.85,$1782.02
10/16/2019,$1777.43,2804068,$1773.33,$1786.24,$1770.521
10/15/2019,$1767.38,3129244,$1742.14,$1776.45,$1740.62
10/14/2019,$1736.43,1928898,$1728.91,$1741.8887,$1722
10/11/2019,$1731.92,3279534,$1742.92,$1745.45,$1729.86
10/10/2019,$1720.26,2721531,$1725.24,$1738.29,$1713.75
10/09/2019,$1721.99,2089335,$1719.61,$1729.95,$1714.36
10/08/2019,$1705.51,2626840,$1722.49,$1727,$1705
10/07/2019,$1732.66,2187598,$1731.63,$1747.83,$1723.7
10/04/2019,$1739.65,2489277,$1726.02,$1740.575,$1719.23
10/03/2019,$1724.42,3624371,$1713,$1725,$1685.06
10/02/2019,$1713.23,3338476,$1727.74,$1728.89,$1705
10/01/2019,$1735.65,3170460,$1746,$1755.6,$1728.41
09/30/2019,$1735.91,2760768,$1726.99,$1737.46,$1709.22
09/27/2019,$1725.45,3948029,$1748,$1749.12,$1713.82
09/26/2019,$1739.84,3571952,$1762.79,$1763.37,$1731.5
09/25/2019,$1768.33,3531098,$1747.36,$1773,$1723
09/24/2019,$1741.61,4637901,$1790.605,$1795.705,$1735.545
09/23/2019,$1785.3,3139142,$1777,$1792.7,$1767.32
09/20/2019,$1794.16,5555839,$1821.71,$1830.63,$1780.92
09/19/2019,$1821.5,2078335,$1821.02,$1832.57,$1817.9
09/18/2019,$1817.46,2536012,$1817.04,$1822.06,$1795.5
09/17/2019,$1822.55,2033058,$1807.08,$1823.99,$1804.1
09/16/2019,$1807.84,3675473,$1824.02,$1825.6941,$1800.2
09/13/2019,$1839.34,1971317,$1842.01,$1846.1215,$1835.17
09/12/2019,$1843.55,2823505,$1837.63,$1853.66,$1834.28
09/11/2019,$1822.99,2432767,$1812.14,$1833.42,$1809.08
09/10/2019,$1820.55,2613879,$1822.75,$1825.81,$1805.3356
09/09/2019,$1831.35,2999515,$1841,$1850,$1824.61
09/06/2019,$1833.51,2496933,$1838.22,$1840.65,$1826.4
09/05/2019,$1840.72,3325189,$1821.95,$1842,$1815.575
09/04/2019,$1800.62,2326228,$1805,$1807.6308,$1796.23
09/03/2019,$1789.84,3546859,$1770,$1800.8,$1768
08/30/2019,$1776.29,3064147,$1797.49,$1799.74,$1764.57
08/29/2019,$1786.4,3018012,$1783,$1798.55,$1777.25
08/28/2019,$1764.25,2421893,$1755,$1767.86,$1744.0505
08/27/2019,$1761.83,3027245,$1775.73,$1779.4,$1746.68
08/26/2019,$1768.87,3085320,$1766.91,$1770,$1743.51
08/23/2019,$1749.62,5277898,$1793.03,$1804.8962,$1745.23
08/22/2019,$1805.6,2658388,$1828,$1829.4111,$1800.1
08/21/2019,$1823.54,2039231,$1819.39,$1829.5785,$1815
08/20/2019,$1801.38,1932835,$1814.5,$1816.82,$1799.88
08/19/2019,$1816.12,2820303,$1818.08,$1826,$1812.61
08/16/2019,$1792.57,3054240,$1792.89,$1802.9082,$1784.5496
08/15/2019,$1776.12,3809948,$1781.99,$1788,$1761.96
08/14/2019,$1762.96,4893649,$1793.01,$1795.6514,$1757.215
08/13/2019,$1824.34,4075021,$1783,$1831.7429,$1780
08/12/2019,$1784.92,2905498,$1795.99,$1800.98,$1777
08/09/2019,$1807.58,2879770,$1828.95,$1831.091,$1802.22
08/08/2019,$1832.89,3701242,$1806,$1834.26,$1798.11
08/07/2019,$1793.4,4526884,$1773.99,$1798.93,$1757
08/06/2019,$1787.83,5070258,$1792.23,$1793.77,$1753.4
08/05/2019,$1765.13,6058212,$1770.22,$1788.6678,$1748.78
08/02/2019,$1823.24,4956225,$1845.07,$1846.3634,$1808.02
08/01/2019,$1855.32,4713311,$1871.72,$1897.92,$1844.01
07/31/2019,$1866.78,4470727,$1898.11,$1899.55,$1849.44
07/30/2019,$1898.53,2910888,$1891.115,$1909.89,$1883.48
07/29/2019,$1912.45,4493190,$1930,$1932.226,$1890.54
07/26/2019,$1943.05,4927143,$1942,$1950.895,$1924.51
07/25/2019,$1973.82,4136461,$2001,$2001.2,$1972.72
07/24/2019,$2000.81,2631300,$1969.3,$2001.3,$1965.87
07/23/2019,$1994.49,2703480,$1995.99,$1997.79,$1973.13
07/22/2019,$1985.63,2908111,$1971.14,$1989,$1958.26
07/19/2019,$1964.52,3185612,$1991.21,$1996,$1962.2255
07/18/2019,$1977.9,3504252,$1980.01,$1987.5,$1951.55
07/17/2019,$1992.03,2558809,$2007.05,$2012,$1992.03
07/16/2019,$2009.9,2618198,$2010.58,$2026.3196,$2001.22
07/15/2019,$2020.99,2981343,$2021.4,$2022.9,$2001.55
07/12/2019,$2011,2509297,$2008.27,$2017,$2003.87
07/11/2019,$2001.07,4317766,$2025.62,$2035.8,$1995.3
07/10/2019,$2017.41,4931902,$1996.51,$2024.94,$1995.4
07/09/2019,$1988.3,4345698,$1947.8,$1990.01,$1943.475
07/08/2019,$1952.32,2883371,$1934.12,$1956,$1928.2532
07/05/2019,$1942.91,2628359,$1928.6,$1945.9,$1925.3
07/03/2019,$1939,1690294,$1935.89,$1941.59,$1930.5
07/02/2019,$1934.31,2651299,$1919.38,$1934.79,$1906.63
07/01/2019,$1922.19,3203347,$1922.98,$1929.82,$1914.66
06/28/2019,$1893.63,3037358,$1909.1,$1912.94,$1884
06/27/2019,$1904.28,2141721,$1902,$1911.24,$1898.04
06/26/2019,$1897.83,2441910,$1892.48,$1903.8,$1887.32
06/25/2019,$1878.27,3012347,$1911.84,$1916.385,$1872.42
06/24/2019,$1913.9,2282969,$1912.66,$1916.86,$1901.3
06/21/2019,$1911.3,3933576,$1916.1,$1925.95,$1907.58
06/20/2019,$1918.19,3217153,$1933.33,$1935.2,$1905.8
06/19/2019,$1908.79,2895347,$1907.84,$1919.5807,$1892.47
06/18/2019,$1901.37,3895728,$1901.35,$1921.67,$1899.79
06/17/2019,$1886.03,2634342,$1876.5,$1895.688,$1875.45
06/14/2019,$1869.67,2851163,$1864,$1876,$1859
06/13/2019,$1870.3,2795810,$1866.72,$1883.09,$1862.22
06/12/2019,$1855.32,2678335,$1853.98,$1865,$1844.38
06/11/2019,$1863.7,4042694,$1883.25,$1893.7,$1858
06/10/2019,$1860.63,5371007,$1822,$1884.87,$1818
06/07/2019,$1804.03,4808246,$1763.7,$1806.2538,$1759.49
06/06/2019,$1754.36,3689272,$1737.71,$1760,$1726.13
06/05/2019,$1738.5,4239782,$1749.6,$1752,$1715.2514
06/04/2019,$1729.56,5679121,$1699.24,$1730.82,$1680.89
06/03/2019,$1692.69,9098708,$1760.01,$1766.29,$1672
05/31/2019,$1775.07,4618819,$1790.01,$1795.585,$1772.7034
05/30/2019,$1816.32,3146850,$1825.49,$1829.47,$1807.825
05/29/2019,$1819.19,4279025,$1823.12,$1830,$1807.5327
05/28/2019,$1836.43,3199965,$1832.75,$1849.2669,$1827.35
05/24/2019,$1823.28,3369673,$1835.89,$1841.76,$1817.851
05/23/2019,$1815.48,4424265,$1836.59,$1844,$1804.2
05/22/2019,$1859.68,2936601,$1851.78,$1871.485,$1851
05/21/2019,$1857.52,4005122,$1874.79,$1878.9999,$1846
05/20/2019,$1858.97,3798198,$1852.69,$1867.78,$1835.54
05/17/2019,$1869,4736618,$1893.05,$1910.53,$1867.33
05/16/2019,$1907.57,4707822,$1885.94,$1917.51,$1882.29
